category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,624,June,2019,553904449,ERF 1511 of MONDEOR,T0IR0444000000015110000000,Non Residential,200,BEAUVAL AVENUE,MONDEOR,220025995,3002676608,93707929,KWH,2,32578,21387,0
LPU-Demand  | LV,625,June,2019,553904449,ERF 1511 of MONDEOR,T0IR0444000000015110000000,Non Residential,200,BEAUVAL AVENUE,MONDEOR,220025995,3002676608,93707929,KRH,3,176,35,0
LPU-Demand  | LV,626,June,2019,501230661,ERF 753 of WINCHESTER HILLS EXT.1,T0IR0732001000007530000000,Non Residential,8,AUA STREET,Winchester Hills,220026702,3002672805,93750729,KVA,1,70,13104,0
LPU-Demand  | LV,627,June,2019,501230661,ERF 753 of WINCHESTER HILLS EXT.1,T0IR0732001000007530000000,Non Residential,8,AUA STREET,Winchester Hills,220026702,3002672805,93750729,KWH,2,47948,31478,0
LPU-Demand  | LV,628,June,2019,501261532,ERF 1629 of WINCHESTER HILLS EXT.2,T0IR0732002000016290000000,Non Residential,6,NOSSOB STREET,Winchester Hills,220026727,3002672818,83834466,KVA,1,263,49271,0
LPU-Demand  | LV,629,June,2019,501261532,ERF 1629 of WINCHESTER HILLS EXT.2,T0IR0732002000016290000000,Non Residential,6,NOSSOB STREET,Winchester Hills,220026727,3002672818,83834466,KWH,2,236488,155255,0
LPU-Demand  | LV,630,June,2019,501261532,ERF 1629 of WINCHESTER HILLS EXT.2,T0IR0732002000016290000000,Non Residential,6,NOSSOB STREET,Winchester Hills,220026727,3002672818,83834466,KRH,3,167696,32919,0
LPU-Demand  | LV,631,June,2019,502024703,ERF 240 of GLENANDA,T0IR0274000000002400000000,Non Residential,12,LE ROUX AVENUE,GLENANDA,220026935,3002668136,80395572,KVA,1,195,36523,0
LPU-Demand  | LV,632,June,2019,502024703,ERF 240 of GLENANDA,T0IR0274000000002400000000,Non Residential,12,LE ROUX AVENUE,GLENANDA,220026935,3002668136,80395572,KWH,2,131860,86566,0
LPU-Demand  | LV,633,June,2019,502020466,ERF 528 of GLENANDA,T0IR0274000000005280000000,Non Residential,56,VORSTER AVENUE,GLENANDA,220026950,3002668155,98368321,KVA,1,89,16787,0
LPU-Demand  | LV,634,June,2019,502020466,ERF 528 of GLENANDA,T0IR0274000000005280000000,Non Residential,56,VORSTER AVENUE,GLENANDA,220026950,3002668155,98368321,KWH,2,37852,24850,0
LPU-Demand  | LV,635,June,2019,502020466,ERF 528 of GLENANDA,T0IR0274000000005280000000,Non Residential,56,VORSTER AVENUE,GLENANDA,220026950,3002668155,98368321,KRH,3,1250,245,0
LPU-Demand  | LV,636,June,2019,501962954,ERF 1751 of GLENVISTA EXT.3,T0IR0281003000017510000000,PSI,2,COPELIA AVENUE,GLENVISTA,220026967,3002668158,98369905,KVA,1,70,13104,0
LPU-Demand  | LV,637,June,2019,501962954,ERF 1751 of GLENVISTA EXT.3,T0IR0281003000017510000000,PSI,2,COPELIA AVENUE,GLENVISTA,220026967,3002668158,98369905,KWH,2,61020,40060,0
LPU-Demand  | LV,638,June,2019,501963940,ERF 87 of JOHANNESBURG,T0IQ0183000000000870000000,Registered Parcel,155,COMMISSIONER STREET,JOHANNESBURG,220027248,3002671909,93707973,KVA,1,79,14875,0
LPU-Demand  | LV,639,June,2019,501963940,ERF 87 of JOHANNESBURG,T0IQ0183000000000870000000,Registered Parcel,155,COMMISSIONER STREET,JOHANNESBURG,220027248,3002671909,93707973,KWH,2,53834,35342,0
LPU-Demand  | LV,640,June,2019,501963972,ERF 123 of JOHANNESBURG,T0IQ0183000000001230000000,Non Residential,45,KRUIS STREET,JOHANNESBURG,220027294,3002671936,63032002,KVA,1,70,13104,0
LPU-Demand  | LV,641,June,2019,501963972,ERF 123 of JOHANNESBURG,T0IQ0183000000001230000000,Non Residential,45,KRUIS STREET,JOHANNESBURG,220027294,3002671936,63032002,KWH,2,26444,17360,0
LPU-Demand  | LV,642,June,2019,504892705,ERF 134 of JOHANNESBURG,T0IQ0183000000001340000000,Non Residential,1574,ALBERTINA SISULU ROAD,JOHANNESBURG,220027304,3002671938,99632878,KVA,1,70,13104,0
LPU-Demand  | LV,643,June,2019,504892705,ERF 134 of JOHANNESBURG,T0IQ0183000000001340000000,Non Residential,1574,ALBERTINA SISULU ROAD,JOHANNESBURG,220027304,3002671938,99632878,KWH,2,7872,5168,0
LPU-Demand  | LV,644,June,2019,504892705,ERF 134 of JOHANNESBURG,T0IQ0183000000001340000000,Non Residential,1574,ALBERTINA SISULU ROAD,JOHANNESBURG,220027304,3002671938,99632878,KRH,3,1359,267,0
LPU-Demand  | LV,645,June,2019,502011895,ERF 146 of JOHANNESBURG,T0IQ0183000000001460000000,Non Residential,68,ELOFF EXT STREET,JOHANNESBURG,220027329,3002671953,98453249,KVA,1,70,13104,0
LPU-Demand  | LV,646,June,2019,502011895,ERF 146 of JOHANNESBURG,T0IQ0183000000001460000000,Non Residential,68,ELOFF EXT STREET,JOHANNESBURG,220027329,3002671953,98453249,KWH,2,15087,9958,0
LPU-Demand  | LV,647,June,2019,502011895,ERF 146 of JOHANNESBURG,T0IQ0183000000001460000000,Non Residential,68,ELOFF EXT STREET,JOHANNESBURG,220027329,3002671953,98453249,KRH,3,6435,1263,0
LPU-Demand  | LV,648,June,2019,501964140,ERF 4789 of JOHANNESBURG,T0IQ0183000000047890000000,Non Residential,122,HELEN JOSEPH STREET,JOHANNESBURG,220027625,3002674914,207734848,KVA,1,70,13104,0
LPU-Demand  | LV,649,June,2019,501964140,ERF 4789 of JOHANNESBURG,T0IQ0183000000047890000000,Non Residential,122,HELEN JOSEPH STREET,JOHANNESBURG,220027625,3002674914,207734848,KWH,2,19328,12689,0
LPU-Demand  | LV,650,June,2019,501964140,ERF 4789 of JOHANNESBURG,T0IQ0183000000047890000000,Non Residential,122,HELEN JOSEPH STREET,JOHANNESBURG,220027625,3002674914,207734848,KRH,3,2022,397,0
LPU-Demand  | LV,651,June,2019,501968473,ERF 1213 of KIBLER PARK,T0IQ0191000000012130000000,Non Residential,16A,OAK LANE,Kibler Park,220027833,3002650817,93750772,KVA,1,145,27165,0
LPU-Demand  | LV,652,June,2019,501968473,ERF 1213 of KIBLER PARK,T0IQ0191000000012130000000,Non Residential,16A,OAK LANE,Kibler Park,220027833,3002650817,93750772,KWH,2,110592,72604,0
LPU-Demand  | LV,653,June,2019,501968473,ERF 1213 of KIBLER PARK,T0IQ0191000000012130000000,Non Residential,16A,OAK LANE,Kibler Park,220027833,3002650817,93750772,KRH,3,7112,1396,0
LPU-Demand  | LV,654,June,2019,501968480,ERF 1222 of KIBLER PARK,T0IQ0191000000012220000000,Non Residential,10,GORDON ROAD,Kibler Park,220027840,3002650822,63029795,KVA,1,150,28155,0
LPU-Demand  | LV,655,June,2019,501968480,ERF 1222 of KIBLER PARK,T0IQ0191000000012220000000,Non Residential,10,GORDON ROAD,Kibler Park,220027840,3002650822,63029795,KWH,2,45447,30447,0
LPU-Demand  | LV,656,June,2019,501968480,ERF 1222 of KIBLER PARK,T0IQ0191000000012220000000,Non Residential,10,GORDON ROAD,Kibler Park,220027840,3002650822,63029795,KRH,3,757,149,0
LPU-Demand  | LV,657,June,2019,501971074,ERF 306 of MULBARTON EXT.1,T0IR0455001000003060000000,Non Residential,,,MULBARTON,220027960,3002676739,93707984,KVA,1,129,24269,0
LPU-Demand  | LV,658,June,2019,501971074,ERF 306 of MULBARTON EXT.1,T0IR0455001000003060000000,Non Residential,,,MULBARTON,220027960,3002676739,93707984,KWH,2,67238,44142,0
LPU-Demand  | LV,659,June,2019,501971099,ERF 1124 of MULBARTON EXT.4,T0IR0455004000011240000000,Non Residential,3,TRUE NORTH ROAD,MULBARTON,220027985,3002650883,63192918,KVA,1,211,39587,0
LPU-Demand  | LV,660,June,2019,501971099,ERF 1124 of MULBARTON EXT.4,T0IR0455004000011240000000,Non Residential,3,TRUE NORTH ROAD,MULBARTON,220027985,3002650883,63192918,KWH,2,57544,37778,0
LPU-Demand  | LV,661,June,2019,501971099,ERF 1124 of MULBARTON EXT.4,T0IR0455004000011240000000,Non Residential,3,TRUE NORTH ROAD,MULBARTON,220027985,3002650883,63192918,KRH,3,4112,807,0
LPU-Demand  | LV,662,June,2019,553620214,ERF 367 of ORMONDE EXT.5,T0IR0948005000003670000000,Non Residential,28,MODULUS ROAD,ORMONDE,220028058,3002670721,63055041,KVA,1,259,48552,0
LPU-Demand  | LV,663,June,2019,553620214,ERF 367 of ORMONDE EXT.5,T0IR0948005000003670000000,Non Residential,28,MODULUS ROAD,ORMONDE,220028058,3002670721,63055041,KWH,2,186432,122393,0
LPU-Demand  | LV,664,June,2019,553620214,ERF 367 of ORMONDE EXT.5,T0IR0948005000003670000000,Non Residential,28,MODULUS ROAD,ORMONDE,220028058,3002670721,63055041,KRH,3,33242,6525,0
LPU-Demand  | LV,665,June,2019,502032937,ERF 494 of ORMONDE EXT.9,T0IR0948009000004940000000,Non Residential,3,REYNOLDS STREET,ORMONDE,220028153,3002670793,94918069,KVA,1,70,13104,0
LPU-Demand  | LV,666,June,2019,502032937,ERF 494 of ORMONDE EXT.9,T0IR0948009000004940000000,Non Residential,3,REYNOLDS STREET,ORMONDE,220028153,3002670793,94918069,KWH,2,12570,8407,0
LPU-Demand  | LV,667,June,2019,502029250,ERF 509 of ORMONDE EXT.9,T0IR0948009000005090000000,Non Residential,20,REYNOLDS STREET,ORMONDE,220028160,3002676762,63029819,KVA,1,229,42944,0
LPU-Demand  | LV,668,June,2019,502029250,ERF 509 of ORMONDE EXT.9,T0IR0948009000005090000000,Non Residential,20,REYNOLDS STREET,ORMONDE,220028160,3002676762,63029819,KWH,2,206352,135470,0
LPU-Demand  | LV,669,June,2019,503706071,ERF 1169 of ORMONDE EXT.25,T0IR0948025000011690000000,Non Residential,29,DATA STREET,ORMONDE,220028227,3002670837,63029783,KVA,1,490,91840,0
LPU-Demand  | LV,670,June,2019,503706071,ERF 1169 of ORMONDE EXT.25,T0IR0948025000011690000000,Non Residential,29,DATA STREET,ORMONDE,220028227,3002670837,63029783,KWH,2,489798,321552,0
LPU-Demand  | LV,671,June,2019,503706071,ERF 1169 of ORMONDE EXT.25,T0IR0948025000011690000000,Non Residential,29,DATA STREET,ORMONDE,220028227,3002670837,63029783,KRH,3,9896,1943,0
LPU-Demand  | LV,672,June,2019,501551150,ERF 46 of RIS PARK A.H.,T0IR0560000000000460000000,Agriculture,133,BAMBI ROAD,Rispark,220028241,3002675503,63192885,KVA,1,70,13104,0
LPU-Demand  | LV,673,June,2019,501551150,ERF 46 of RIS PARK A.H.,T0IR0560000000000460000000,Agriculture,133,BAMBI ROAD,Rispark,220028241,3002675503,63192885,KWH,2,27692,18180,0
LPU-Demand  | MV,674,June,2019,500115747,ERF 13 of THETA,T0IR0663000000000130000000,PSI,10,SCHONLA STREET,THETA,220028273,3002874737,96948009,KVA,1,1800,314946,0
LPU-Demand  | MV,675,June,2019,500115747,ERF 13 of THETA,T0IR0663000000000130000000,PSI,10,SCHONLA STREET,THETA,220028273,3002874737,96948009,KWH,2,1531960,941926,0
LPU-Demand  | MV,676,June,2019,500115747,ERF 13 of THETA,T0IR0663000000000130000000,PSI,10,SCHONLA STREET,THETA,220028273,3002874737,96948009,KRH,3,175206,34393,0
LPU-Demand  | LV,677,June,2019,505269405,Portion 10 of ERF 25 of THETA EXT.1,T0IR0663001000000250001000,Non Residential,18,AMETHIST ROAD,THETA,220028315,3002670877,207700361,KVA,1,70,13104,0
LPU-Demand  | LV,678,June,2019,505269405,Portion 10 of ERF 25 of THETA EXT.1,T0IR0663001000000250001000,Non Residential,18,AMETHIST ROAD,THETA,220028315,3002670877,207700361,KWH,2,45447,30447,0
LPU-Demand  | LV,679,June,2019,505269405,Portion 10 of ERF 25 of THETA EXT.1,T0IR0663001000000250001000,Non Residential,18,AMETHIST ROAD,THETA,220028315,3002670877,207700361,KRH,3,757,149,0
LPU-Demand  | LV,680,June,2019,502197657,REM of Portion 16 of ERF 319 of DIEPKLOOF 319-IQ,T0IQ00003190000031900016RE,Agriculture,,,DIEPKLOOF 319-IQ,220028467,3003565834,63029406,KVA,1,115,21528,0
LPU-Demand  | LV,681,June,2019,502197657,REM of Portion 16 of ERF 319 of DIEPKLOOF 319-IQ,T0IQ00003190000031900016RE,Agriculture,,,DIEPKLOOF 319-IQ,220028467,3003565834,63029406,KWH,2,136345,91340,0
LPU-Demand  | LV,682,June,2019,502197657,REM of Portion 16 of ERF 319 of DIEPKLOOF 319-IQ,T0IQ00003190000031900016RE,Agriculture,,,DIEPKLOOF 319-IQ,220028467,3003565834,63029406,KRH,3,2272,446,0
LPU-Demand  | MV,683,June,2019,501971719,REM of ERF 323 of EIKENHOF 323-IQ,T0IQ00003230000032300000RE,Non Residential,,,Johannesburg NU,220028481,3002676790,96947988,KVA,1,2000,349940,0
LPU-Demand  | MV,684,June,2019,501971719,REM of ERF 323 of EIKENHOF 323-IQ,T0IQ00003230000032300000RE,Non Residential,,,Johannesburg NU,220028481,3002676790,96947988,KWH,2,792000,486961,0
LPU-Demand  | LV,685,June,2019,501971765,REM of Portion 8 of ERF 101 of RIETVLEI 101-IR,T0IR00001010000010100008RE,Non Residential,,,RIETVLEI 101-IR,220028587,3003519798,98370632,KVA,1,850,159120,0
LPU-Demand  | LV,686,June,2019,501971765,REM of Portion 8 of ERF 101 of RIETVLEI 101-IR,T0IR00001010000010100008RE,Non Residential,,,RIETVLEI 101-IR,220028587,3003519798,98370632,KWH,2,593386,389558,0
LPU-Demand  | LV,687,June,2019,501971765,REM of Portion 8 of ERF 101 of RIETVLEI 101-IR,T0IR00001010000010100008RE,Non Residential,,,RIETVLEI 101-IR,220028587,3003519798,98370632,KRH,3,35254,6920,0
LPU-Demand  | LV,688,June,2019,303161737,ERF 2 of HONEYDEW,T0IQ0168000000000020000000,Non Residential,,,HONEYDEW,220028724,3002651830,63034069,KVA,1,161,30139,0
LPU-Demand  | LV,689,June,2019,303161737,ERF 2 of HONEYDEW,T0IQ0168000000000020000000,Non Residential,,,HONEYDEW,220028724,3002651830,63034069,KWH,2,102916,67564,0
LPU-Demand  | LV,690,June,2019,301111272,ERF 107 of HONEYDEW EXT.20,T0IQ0168020000001070000000,Non Residential,1465,WINDJAMMER STREET,HONEYDEW,220028876,3002651870,63035927,KVA,1,74,14003,0
LPU-Demand  | LV,691,June,2019,301111272,ERF 107 of HONEYDEW EXT.20,T0IQ0168020000001070000000,Non Residential,1465,WINDJAMMER STREET,HONEYDEW,220028876,3002651870,63035927,KWH,2,21842,14339,0
LPU-Demand  | LV,692,June,2019,301111272,ERF 107 of HONEYDEW EXT.20,T0IQ0168020000001070000000,Non Residential,1465,WINDJAMMER STREET,HONEYDEW,220028876,3002651870,63035927,KRH,3,556,109,0
LPU-Demand  | LV,693,June,2019,302014698,ERF 127 of HONEYDEW EXT.20,T0IQ0168020000001270000000,Non Residential,1460,WINDJAMMER STREET,HONEYDEW,220028883,3002651875,80395512,KVA,1,262,49138,0
LPU-Demand  | LV,694,June,2019,302014698,ERF 127 of HONEYDEW EXT.20,T0IQ0168020000001270000000,Non Residential,1460,WINDJAMMER STREET,HONEYDEW,220028883,3002651875,80395512,KWH,2,91004,59744,0
LPU-Demand  | LV,695,June,2019,301031002,ERF 1023 of WILROPARK EXT.1,T0IQ0488001000010230000000,Non Residential,35,GRAPHITE ROAD,Wilro Park,220029044,3002668932,63036005,KVA,1,145,27266,0
LPU-Demand  | LV,696,June,2019,301031002,ERF 1023 of WILROPARK EXT.1,T0IQ0488001000010230000000,Non Residential,35,GRAPHITE ROAD,Wilro Park,220029044,3002668932,63036005,KWH,2,97950,64304,0
LPU-Demand  | LV,697,June,2019,301045982,ERF 2538 of WILROPARK EXT.6,T0IQ0488006000025380000000,Non Residential,93,ELKIE,Wilro Park,220029245,3003437654,63029670,KVA,1,334,62690,0
LPU-Demand  | LV,698,June,2019,301045982,ERF 2538 of WILROPARK EXT.6,T0IQ0488006000025380000000,Non Residential,93,ELKIE,Wilro Park,220029245,3003437654,63029670,KWH,2,255190,167532,0
LPU-Demand  | LV,699,June,2019,301045982,ERF 2538 of WILROPARK EXT.6,T0IQ0488006000025380000000,Non Residential,93,ELKIE,Wilro Park,220029245,3003437654,63029670,KRH,3,13643,2678,0
LPU-Demand  | LV,700,June,2019,301029451,ERF 1981 of HELDERKRUIN EXT.9,T0IQ0156009000019810000000,Non Residential,539,KINGFISCHER STREET,HELDERKRUIN,220029478,3002669078,63054679.,KVA,1,70,13104,0
LPU-Demand  | LV,701,June,2019,301029451,ERF 1981 of HELDERKRUIN EXT.9,T0IQ0156009000019810000000,Non Residential,539,KINGFISCHER STREET,HELDERKRUIN,220029478,3002669078,63054679.,KWH,2,34498,22648,0
LPU-Demand  | LV,702,June,2019,301029451,ERF 1981 of HELDERKRUIN EXT.9,T0IQ0156009000019810000000,Non Residential,539,KINGFISCHER STREET,HELDERKRUIN,220029478,3002669078,63054679.,KRH,3,971,191,0
LPU-Demand  | LV,703,June,2019,301029532,ERF 2184 of HELDERKRUIN EXT.9,T0IQ0156009000021840000000,Registered Parcel,826,PHEASANT STREET,HELDERKRUIN,220029492,3002669088,99632893,KVA,1,88,16596,0
LPU-Demand  | LV,704,June,2019,301029532,ERF 2184 of HELDERKRUIN EXT.9,T0IQ0156009000021840000000,Registered Parcel,826,PHEASANT STREET,HELDERKRUIN,220029492,3002669088,99632893,KWH,2,39754,26099,0
LPU-Demand  | LV,705,June,2019,553597477,ERF 1989 of HELDERKRUIN EXT.12,T0IQ0156012000019890000000,Non Residential,521,BANKET DRIVE,HELDERKRUIN,220029510,3002672300,63031929,KVA,1,105,19712,0
LPU-Demand  | LV,706,June,2019,553597477,ERF 1989 of HELDERKRUIN EXT.12,T0IQ0156012000019890000000,Non Residential,521,BANKET DRIVE,HELDERKRUIN,220029510,3002672300,63031929,KWH,2,28196,18511,0
LPU-Demand  | LV,707,June,2019,301116506,ERF 1 of POORTVIEW A.H.,T0IQ0304000000000010000000,Agriculture,343,BEACON ROAD,Poortview AH,220029710,3002672368,63034709,KVA,1,70,13123,0
LPU-Demand  | LV,708,June,2019,301116506,ERF 1 of POORTVIEW A.H.,T0IQ0304000000000010000000,Agriculture,343,BEACON ROAD,Poortview AH,220029710,3002672368,63034709,KWH,2,24928,16365,0
LPU-Demand  | LV,709,June,2019,301116506,ERF 1 of POORTVIEW A.H.,T0IQ0304000000000010000000,Agriculture,343,BEACON ROAD,Poortview AH,220029710,3002672368,63034709,KRH,3,1597,314,0
LPU-Demand  | LV,710,June,2019,301103585,Portion 289 of ERF 190 of WILGESPRUIT 190-IQ,T0IQ0000190000001900028900,PSI,,,Strubens Valley,220030346,3002673172,63021306,KVA,1,107,20161,0
LPU-Demand  | LV,711,June,2019,301103585,Portion 289 of ERF 190 of WILGESPRUIT 190-IQ,T0IQ0000190000001900028900,PSI,,,Strubens Valley,220030346,3002673172,63021306,KWH,2,145459,95998,0
LPU-Demand  | LV,712,June,2019,302976085,ERF 168 of ROODEPOORT,T0IQ0352000000001680000000,Non Residential,6,CURRIE STREET,ROODEPOORT,220030650,3002652638,63021230,KVA,1,173,32404,0
LPU-Demand  | LV,713,June,2019,302976085,ERF 168 of ROODEPOORT,T0IQ0352000000001680000000,Non Residential,6,CURRIE STREET,ROODEPOORT,220030650,3002652638,63021230,KWH,2,72548,47628,0
LPU-Demand  | LV,714,June,2019,300853218,ERF 4 of LASER PARK EXT.1,T0IQ0515001000000040000000,Non Residential,,,LASER PARK,220031043,3002669857,63038487,KVA,1,130,24411,0
LPU-Demand  | LV,715,June,2019,300853218,ERF 4 of LASER PARK EXT.1,T0IQ0515001000000040000000,Non Residential,,,LASER PARK,220031043,3002669857,63038487,KWH,2,89014,58438,0
LPU-Demand  | LV,716,June,2019,300853218,ERF 4 of LASER PARK EXT.1,T0IQ0515001000000040000000,Non Residential,,,LASER PARK,220031043,3002669857,63038487,KRH,3,9457,1857,0
LPU-Demand  | LV,717,June,2019,300853440,ERF 56 of LASER PARK EXT.9,T0IQ0515009000000560000000,Non Residential,1027,SCHOONER AVENUE,LASER PARK,220031117,3002673292,63038418,KVA,1,373,69863,0
LPU-Demand  | LV,718,June,2019,300853440,ERF 56 of LASER PARK EXT.9,T0IQ0515009000000560000000,Non Residential,1027,SCHOONER AVENUE,LASER PARK,220031117,3002673292,63038418,KWH,2,62780,41215,0
LPU-Demand  | LV,719,June,2019,300853440,ERF 56 of LASER PARK EXT.9,T0IQ0515009000000560000000,Non Residential,1027,SCHOONER AVENUE,LASER PARK,220031117,3002673292,63038418,KRH,3,27891,5475,0
LPU-Demand  | LV,720,June,2019,300835240,ERF 362 of RADIOKOP EXT.13,T0IQ0502013000003620000000,Non Residential,1262,AMPLIFIER STREET,Radiokop,220031580,3002676373,80395409,KVA,1,779,145866,0
LPU-Demand  | LV,721,June,2019,300835240,ERF 362 of RADIOKOP EXT.13,T0IQ0502013000003620000000,Non Residential,1262,AMPLIFIER STREET,Radiokop,220031580,3002676373,80395409,KWH,2,642424,421751,0
LPU-Demand  | LV,722,June,2019,501358037,Portion 4 of ERF 1 of AEROTON,T0IQ0003000000000010000400,Non Residential,2B,AERODROME ROAD,AEROTON,220031685,3002671690,96655597,KVA,1,112,21152,0
LPU-Demand  | LV,723,June,2019,501358037,Portion 4 of ERF 1 of AEROTON,T0IQ0003000000000010000400,Non Residential,2B,AERODROME ROAD,AEROTON,220031685,3002671690,96655597,KWH,2,29464,19343,0
LPU-Demand  | LV,724,June,2019,501358037,Portion 4 of ERF 1 of AEROTON,T0IQ0003000000000010000400,Non Residential,2B,AERODROME ROAD,AEROTON,220031685,3002671690,96655597,KRH,3,3193,627,0
LPU-Demand  | LV,725,June,2019,501356985,Portion 2 of ERF 2 of AEROTON,T0IQ0003000000000020000200,Non Residential,14,AEROTON ROAD,AEROTON,220031710,3002671710,80395340,KVA,1,165,31020,0
LPU-Demand  | LV,726,June,2019,501356985,Portion 2 of ERF 2 of AEROTON,T0IQ0003000000000020000200,Non Residential,14,AEROTON ROAD,AEROTON,220031710,3002671710,80395340,KWH,2,59900,39324,0
LPU-Demand  | LV,727,June,2019,554306508,ERF 16 of AEROTON,T0IQ0003000000000160000000,Non Residential,16,WALTON ROAD,AEROTON,220031773,3002671754,80395182,KVA,1,445,83304,0
LPU-Demand  | LV,728,June,2019,554306508,ERF 16 of AEROTON,T0IQ0003000000000160000000,Non Residential,16,WALTON ROAD,AEROTON,220031773,3002671754,80395182,KWH,2,340092,223270,0
LPU-Demand  | MV,729,June,2019,501354000,ERF 18 of AEROTON,T0IQ0003000000000180000000,Non Residential,15,* *,AEROTON,220031815,3002671783,98370177,KVA,1,1910,334193,0
LPU-Demand  | MV,730,June,2019,501354000,ERF 18 of AEROTON,T0IQ0003000000000180000000,Non Residential,15,* *,AEROTON,220031815,3002671783,98370177,KWH,2,10838347,6701600,0
LPU-Demand  | MV,731,June,2019,503672778,ERF 27 of AEROTON EXT.2,T0IQ0003002000000270000000,Non Residential,111,ADCOCK INGRAM AVENUE,AEROTON,220031861,3003313305,98368134,KVA,1,800,139976,0
LPU-Demand  | MV,732,June,2019,503672778,ERF 27 of AEROTON EXT.2,T0IQ0003002000000270000000,Non Residential,111,ADCOCK INGRAM AVENUE,AEROTON,220031861,3003313305,98368134,KWH,2,612000,376288,0
LPU-Demand  | MV,733,June,2019,503672778,ERF 27 of AEROTON EXT.2,T0IQ0003002000000270000000,Non Residential,111,ADCOCK INGRAM AVENUE,AEROTON,220031861,3003313305,98368134,KRH,3,28200,5536,0
LPU-Demand  | LV,734,June,2019,501375018,ERF 43 of AEROTON EXT.2,T0IQ0003002000000430000000,Non Residential,14,AERODROME ROAD,AEROTON,220031886,3002671841,63012409,KVA,1,134,25090,0
LPU-Demand  | LV,735,June,2019,501375018,ERF 43 of AEROTON EXT.2,T0IQ0003002000000430000000,Non Residential,14,AERODROME ROAD,AEROTON,220031886,3002671841,63012409,KWH,2,61572,40422,0
LPU-Demand  | LV,736,June,2019,501377897,Portion 1 of ERF 53 of AEROTON EXT.2,T0IQ0003002000000530000100,Non Residential,4,AERODROME ROAD,AEROTON,220031928,3002676406,83834631,KVA,1,275,51605,0
LPU-Demand  | LV,737,June,2019,501377897,Portion 1 of ERF 53 of AEROTON EXT.2,T0IQ0003002000000530000100,Non Residential,4,AERODROME ROAD,AEROTON,220031928,3002676406,83834631,KWH,2,167108,109706,0
LPU-Demand  | LV,738,June,2019,501377897,Portion 1 of ERF 53 of AEROTON EXT.2,T0IQ0003002000000530000100,Non Residential,4,AERODROME ROAD,AEROTON,220031928,3002676406,83834631,KRH,3,23856,4683,0
